+---------+--------+--------+--------+--------+--------+--------+--------+--------+--------+
| Num Mem |   -1   | -0.75  |  -0.5  | -0.25  |   0    |  0.25  |  0.5   |  0.75  |   1    |
+---------+--------+--------+--------+--------+--------+--------+--------+--------+--------+
|    3    |  0.91  |  0.91  |  0.91  |  0.91  |  0.0   |  0.09  |  0.09  |  0.09  |  0.09  |
|    4    | 0.855  | 0.855  | 0.855  | 0.855  |  0.0   | 0.145  | 0.145  | 0.145  | 0.145  |
|    5    |  0.89  |  0.89  |  0.89  |  0.89  | 0.0667 |  0.11  |  0.11  |  0.11  |  0.11  |
|    6    | 0.905  | 0.905  | 0.905  | 0.905  | 0.1825 | 0.095  | 0.095  | 0.095  | 0.095  |
|    7    | 0.916  | 0.916  | 0.916  | 0.916  | 0.016  | 0.084  | 0.084  | 0.084  | 0.084  |
|    8    | 0.8967 | 0.8967 | 0.8967 | 0.8967 |  0.1   | 0.1033 | 0.1033 | 0.1033 | 0.1033 |
|    9    | 0.8914 | 0.8914 | 0.8914 | 0.8914 | 0.0929 | 0.1086 | 0.1086 | 0.1086 | 0.1086 |
|    10   | 0.8938 | 0.8938 | 0.8938 | 0.8938 | 0.1262 | 0.1062 | 0.1062 | 0.1062 | 0.1062 |
|    11   |  0.88  |  0.88  |  0.88  |  0.88  | 0.1633 |  0.12  |  0.12  |  0.12  |  0.12  |
|    12   | 0.902  | 0.902  | 0.902  | 0.902  | 0.221  | 0.098  | 0.098  | 0.098  | 0.098  |
|    13   | 0.8964 | 0.8964 | 0.8964 | 0.8964 | 0.2136 | 0.1036 | 0.1036 | 0.1036 | 0.1036 |
|    14   | 0.8975 | 0.8975 | 0.8975 | 0.8975 | 0.2942 | 0.1025 | 0.1025 | 0.1025 | 0.1025 |
|    15   | 0.9008 | 0.9008 | 0.9008 | 0.9008 | 0.2331 | 0.0992 | 0.0992 | 0.0992 | 0.0992 |
|    16   | 0.9086 | 0.9086 | 0.9086 | 0.9086 | 0.2464 | 0.0914 | 0.0914 | 0.0914 | 0.0914 |
|    17   | 0.916  | 0.916  | 0.916  | 0.916  | 0.232  | 0.084  | 0.084  | 0.084  | 0.084  |
|    18   | 0.8931 | 0.8931 | 0.8931 | 0.8931 | 0.3312 | 0.1069 | 0.1069 | 0.1069 | 0.1069 |
|    19   | 0.8965 | 0.8965 | 0.8965 | 0.8965 | 0.3541 | 0.1035 | 0.1035 | 0.1035 | 0.1035 |
|    20   | 0.9017 | 0.9017 | 0.9017 | 0.9017 | 0.3206 | 0.0983 | 0.0983 | 0.0983 | 0.0983 |
|    21   | 0.8905 | 0.8905 | 0.8905 | 0.8905 | 0.3674 | 0.1095 | 0.1095 | 0.1095 | 0.1095 |
+---------+--------+--------+--------+--------+--------+--------+--------+--------+--------+
